sw_l1,sw_l2,sw_l3,组内排名,symbol,name,mktcap_yi,avg_amount_20d_yi,price,listing_date,is_st,已纳入
农林牧渔,养殖业,肉鸡养殖,15,300967.SZ,晓鸣股份,30.59,1.3262,16.31,2021-04-13,0,False
农林牧渔,农业综合,农业综合Ⅲ,1,300021.SZ,大禹节水,39.16,1.2328,3.83,2009-10-30,0,False
农林牧渔,农产品加工,粮油加工,1,300999.SZ,金龙鱼,1351.06,3.7581,24.92,2020-10-15,0,False
农林牧渔,农产品加工,其他农产品加工,2,600737.SS,中粮糖业,305.0,19.4557,14.26,1996-07-31,0,False
农林牧渔,农产品加工,果蔬加工,3,605198.SS,安德利,267.69,3.0454,81.64,2020-09-18,0,False
农林牧渔,农产品加工,其他农产品加工,4,000930.SZ,中粮科技,92.64,4.0093,4.99,1999-07-12,0,False
农林牧渔,农产品加工,果蔬加工,5,600251.SS,冠农股份,79.18,3.8723,10.19,2003-06-09,0,False
农林牧渔,农产品加工,粮油加工,6,000019.SZ,深粮控股,77.45,2.8276,6.72,1992-10-12,0,False
农林牧渔,农产品加工,粮油加工,7,600127.SS,金健米业,76.56,28.3735,11.93,1998-05-06,0,False
农林牧渔,农产品加工,果蔬加工,8,600962.SS,国投中鲁,67.49,1.4596,25.74,2004-06-22,0,False
农林牧渔,农产品加工,其他农产品加工,9,600191.SS,华资实业,46.7,1.3679,9.63,1998-12-10,0,False
农林牧渔,农产品加工,粮油加工,10,000505.SZ,京粮控股,46.09,5.6927,6.34,1992-12-21,0,False
农林牧渔,农产品加工,其他农产品加工,11,001338.SZ,永顺泰,44.65,1.3692,8.9,2022-11-16,0,False
农林牧渔,农产品加工,果蔬加工,12,000972.SZ,中基健康,29.23,1.1583,3.79,2000-09-26,0,False
农林牧渔,农产品加工,其他农产品加工,13,002286.SZ,保龄宝,29.22,1.6667,7.69,2009-08-28,0,False
农林牧渔,农产品加工,粮油加工,14,002852.SZ,道道全,27.62,1.636,8.03,2017-03-10,0,False
农林牧渔,动物保健,动物保健Ⅲ,1,600201.SS,生物股份,128.69,1.3726,11.7,1999-01-15,0,True
农林牧渔,动物保健,动物保健Ⅲ,2,002868.SZ,绿康生化,35.54,1.0731,22.87,2017-05-03,0,False
农林牧渔,林业,林业Ⅲ,1,000592.SZ,平潭发展,168.26,21.3263,8.71,1996-03-27,0,False
农林牧渔,林业,林业Ⅲ,2,002679.SZ,福建金森,26.59,1.7053,11.28,2012-06-05,0,False
农林牧渔,渔业,海洋捕捞,1,000798.SZ,中水渔业,36.81,4.0087,10.06,1998-02-12,0,False
农林牧渔,渔业,水产养殖,2,600467.SS,好当家,35.36,1.1086,2.42,2004-04-05,0,False
农林牧渔,渔业,水产养殖,3,300094.SZ,国联水产,32.72,2.737,2.9,2010-07-08,0,False
农林牧渔,渔业,水产养殖,4,600257.SS,大湖股份,26.47,1.0751,5.5,2000-06-12,0,False
农林牧渔,种植业,其他种植业,1,601118.SS,海南橡胶,259.76,12.9751,6.07,2011-01-07,0,False
农林牧渔,种植业,粮食种植,2,600598.SS,北大荒,221.32,8.4077,12.45,2002-03-29,0,False
农林牧渔,种植业,种子,3,000998.SZ,隆平高科,128.28,6.631,8.73,2000-12-11,0,False
农林牧渔,种植业,粮食种植,4,601952.SS,苏垦农发,124.16,4.42,9.01,2017-05-15,0,False
农林牧渔,种植业,其他种植业,5,002215.SZ,诺 普 信,96.81,3.3889,9.64,2008-02-18,0,False
农林牧渔,种植业,种子,6,002041.SZ,登海种业,86.33,7.8882,9.81,2005-04-18,0,False
农林牧渔,种植业,种子,7,600313.SS,农发种业,78.39,10.0485,6.75,2001-01-19,0,False
农林牧渔,种植业,其他种植业,8,600108.SS,亚盛集团,76.71,11.7,3.94,1997-08-18,0,False
农林牧渔,种植业,种子,9,300189.SZ,神农种业,62.77,20.5445,6.13,2011-03-16,0,False
农林牧渔,种植业,其他种植业,10,603336.SS,宏辉果蔬,60.69,2.4748,9.97,2016-11-24,0,False
农林牧渔,种植业,种子,11,000713.SZ,国投丰乐,49.73,2.6966,6.23,1997-04-22,0,False
农林牧渔,种植业,种子,12,600354.SS,敦煌种业,47.24,11.3492,8.950000000000001,2004-01-15,0,False
农林牧渔,种植业,种子,13,600371.SS,万向德农,41.6,7.5325,14.22,2002-09-16,0,False
农林牧渔,种植业,粮食种植,14,002772.SZ,众兴菌业,40.02,2.3351,10.68,2015-06-26,0,False
农林牧渔,种植业,食用菌,15,300511.SZ,雪榕生物,31.85,2.8626,4.97,2016-05-04,0,False
农林牧渔,种植业,其他种植业,16,600540.SS,新赛股份,30.64,5.7994,5.2700000000000005,2004-01-07,0,False
农林牧渔,种植业,其他种植业,17,600359.SS,新农开发,29.3,3.5132,7.68,1999-04-29,0,False
农林牧渔,种植业,粮食种植,18,300970.SZ,华绿生物,26.3,5.2581,16.45,2021-04-12,0,False
农林牧渔,饲料,水产饲料,1,002311.SZ,海大集团,700.58,4.0328,42.28,2009-11-27,0,True
农林牧渔,饲料,畜禽饲料,2,000876.SZ,新 希 望,357.27,4.4062,7.2,1998-03-11,0,True
农林牧渔,饲料,宠物食品,3,301498.SZ,乖宝宠物,149.74,1.3198,37.39,2023-08-16,0,False
农林牧渔,饲料,畜禽饲料,4,002385.SZ,大北农,136.12,5.8184,3.18,2010-04-09,0,True
农林牧渔,饲料,畜禽饲料,5,002100.SZ,天康生物,103.76,2.152,7.6,2006-12-26,0,False
农林牧渔,饲料,宠物食品,6,002891.SZ,中宠股份,87.88,1.7722,27.3,2017-08-21,0,False
农林牧渔,饲料,畜禽饲料,7,603363.SS,傲农生物,79.2,1.5865,2.9,2017-09-26,0,False
农林牧渔,饲料,水产饲料,8,603668.SS,天马科技,62.11,1.3905,12.28,2017-01-17,0,False
农林牧渔,饲料,畜禽饲料,9,002567.SZ,唐人神,54.03,1.2288,3.77,2011-03-25,0,False
农林牧渔,饲料,水产饲料,10,001313.SZ,粤海饲料,49.0,1.4751,7.0,2022-02-16,0,False
农林牧渔,饲料,畜禽饲料,11,002548.SZ,金新农,32.8,1.6715,3.96,2011-02-18,0,False
农林牧渔,饲料,畜禽饲料,12,688156.SS,路德科技,22.72,1.0141,22.56,2020-09-22,0,False
农林牧渔,饲料,水产饲料,13,002696.SZ,百洋股份,22.68,2.0648,6.56,2012-09-05,0,False
农林牧渔,饲料,畜禽饲料,14,001366.SZ,播恩集团,20.6,1.7414,12.82,2023-03-07,0,False
医药生物,中药,中药Ⅲ,1,000538.SZ,云南白药,907.48,3.566,50.86,1993-12-15,0,True
医药生物,中药,中药Ⅲ,2,600436.SS,片仔癀,702.26,3.3643,116.4,2003-06-16,0,True
医药生物,中药,中药Ⅲ,3,000999.SZ,华润三九,396.75,2.1399,23.84,2000-03-09,0,True
医药生物,中药,中药Ⅲ,4,600085.SS,同仁堂,317.63,1.1657,23.16,1997-06-25,0,True
医药生物,中药,中药Ⅲ,5,600332.SS,白云山,316.05,1.586,19.44,2001-02-06,0,True
医药生物,中药,中药Ⅲ,6,000423.SZ,东阿阿胶,294.45,2.8069,46.02,1996-07-29,0,True
医药生物,中药,中药Ⅲ,7,002603.SZ,以岭药业,253.61,2.7532,15.18,2011-07-28,0,True
医药生物,中药,中药Ⅲ,8,600566.SS,济川药业,233.64,1.3884,25.35,2001-08-22,0,False
医药生物,中药,中药Ⅲ,9,002317.SZ,众生药业,210.1,5.3907,24.72,2009-12-11,0,True
医药生物,中药,中药Ⅲ,10,000623.SZ,吉林敖东,208.68,2.1308,17.45,1996-10-28,0,True
医药生物,中药,中药Ⅲ,11,600535.SS,天士力,207.66,1.9379,13.9,2002-08-23,0,False
医药生物,中药,中药Ⅲ,12,600518.SS,康美药业,183.92,2.2476,1.33,2001-03-19,0,False
医药生物,中药,中药Ⅲ,13,600750.SS,华润江中,140.91,1.1062,22.17,1996-09-23,0,True
医药生物,中药,中药Ⅲ,14,600285.SS,羚锐制药,108.66,1.2809,19.16,2000-10-18,0,False
医药生物,中药,中药Ⅲ,15,600572.SS,康恩贝,107.89,2.5785,4.25,2004-04-12,0,False
医药生物,中药,中药Ⅲ,16,300026.SZ,红日药业,95.83,1.9994,3.19,2009-10-30,0,False
医药生物,中药,中药Ⅲ,17,300181.SZ,佐力药业,92.86,1.8737,13.24,2011-02-22,0,False
医药生物,中药,中药Ⅲ,18,600129.SS,太极集团,73.89,2.1628,13.4,1997-11-18,0,False
医药生物,中药,中药Ⅲ,19,000989.SZ,九芝堂,73.78,1.7902,8.620000000000001,2000-06-28,0,False
医药生物,中药,中药Ⅲ,20,000650.SZ,仁和药业,72.94,1.1374,5.21,1996-12-10,0,False
医药生物,中药,中药Ⅲ,21,600252.SS,中恒集团,69.73,1.4207,2.19,2000-11-30,0,False
医药生物,中药,中药Ⅲ,22,002349.SZ,精华制药,66.49,5.3943,8.0,2010-02-03,0,False
医药生物,中药,中药Ⅲ,23,603439.SS,三力制药,57.71,2.2025,14.29,2020-04-28,0,False
医药生物,中药,中药Ⅲ,24,600479.SS,千金药业,55.67,9.6151,11.31,2004-03-12,0,False
医药生物,中药,中药Ⅲ,25,002907.SZ,华森制药,55.62,2.5843,13.32,2017-10-20,0,False
医药生物,中药,中药Ⅲ,26,300039.SZ,上海凯宝,52.61,1.8598,5.03,2010-01-08,0,False
医药生物,中药,中药Ⅲ,27,603567.SS,珍宝岛,49.64,1.784,5.28,2015-04-24,0,False
医药生物,中药,中药Ⅲ,28,300158.SZ,振东制药,49.62,1.2227,5.0,2011-01-07,0,False
医药生物,中药,中药Ⅲ,29,002728.SZ,特一药业,46.81,1.3505,9.12,2014-07-31,0,False
医药生物,中药,中药Ⅲ,30,600351.SS,亚宝药业,45.6,1.5406,6.59,2002-09-26,0,False
医药生物,中药,中药Ⅲ,31,603998.SS,方盛制药,45.01,1.4332,10.25,2014-12-05,0,False
医药生物,中药,中药Ⅲ,32,002412.SZ,汉森制药,43.58,8.6355,8.66,2010-05-25,0,False
医药生物,中药,中药Ⅲ,33,600222.SS,太龙药业,42.51,1.5286,7.6,1999-11-05,0,False
医药生物,中药,中药Ⅲ,34,603139.SS,康惠股份,42.44,1.0357,39.87,2017-04-21,0,False
医药生物,中药,中药Ⅲ,35,002107.SZ,沃华医药,38.44,1.6999,6.66,2007-01-24,0,False
医药生物,中药,中药Ⅲ,36,300534.SZ,陇神戎发,38.28,8.2809,12.62,2016-09-13,0,False
医药生物,中药,中药Ⅲ,37,301111.SZ,粤万年青,34.05,1.5563,21.28,2021-12-07,0,False
医药生物,中药,中药Ⅲ,38,600594.SS,益佰制药,27.53,2.0209,3.51,2004-03-23,0,False
医药生物,化学制药,化学制剂,1,688235.SS,百济神州,3903.22,9.5644,253.08,2021-12-15,0,True
医药生物,化学制药,化学制剂,2,600276.SS,恒瑞医药,2890.5,34.9486,43.55,2000-10-18,0,True
医药生物,化学制药,化学制剂,3,688506.SS,百利天恒,1003.32,4.3316,243.01,2023-01-06,0,True
医药生物,化学制药,化学制剂,4,002653.SZ,海思科,716.82,3.404,62.83,2012-01-17,0,False
医药生物,化学制药,化学制剂,5,002422.SZ,科伦药业,643.31,8.7594,40.44,2010-06-03,0,True
医药生物,化学制药,原料药,6,300765.SZ,石药创新,607.07,12.2888,43.22,2019-03-22,0,False
医药生物,化学制药,化学制剂,7,600196.SS,复星医药,581.35,5.4139,21.77,1998-08-07,0,True
医药生物,化学制药,化学制剂,8,688428.SS,诺诚健华,509.68,3.3502,28.81,2022-09-21,0,False
医药生物,化学制药,化学制剂,9,000963.SZ,华东医药,460.71,4.8497,26.27,2000-01-27,0,True
医药生物,化学制药,化学制剂,10,688578.SS,艾力斯,448.47,5.884,99.66,2020-12-02,0,True
医药生物,化学制药,化学制剂,11,002294.SZ,信立泰,331.21,4.259,29.71,2009-09-10,0,True
医药生物,化学制药,化学制剂,12,688266.SS,泽璟制药-U,289.46,5.4457,109.35,2020-01-23,0,True
医药生物,化学制药,原料药,13,000739.SZ,普洛药业,261.0,4.1072,22.53,1997-05-09,0,False
医药生物,化学制药,化学制剂,14,688192.SS,迪哲医药-U,258.68,3.3,55.61,2021-12-10,0,False
医药生物,化学制药,化学制剂,15,600521.SS,华海药业,242.85,3.987,16.22,2003-03-04,0,False
医药生物,化学制药,化学制剂,16,000513.SZ,丽珠集团,232.9,2.0436,26.23,1993-10-28,0,False
医药生物,化学制药,化学制剂,17,002262.SZ,恩华药业,219.0,1.7368,21.62,2008-07-23,0,False
医药生物,化学制药,化学制剂,18,300255.SZ,常山药业,208.99,4.7906,22.74,2011-08-19,0,False
医药生物,化学制药,化学制剂,19,300199.SZ,翰宇药业,207.03,8.7419,23.44,2011-04-07,0,False
医药生物,化学制药,化学制剂,20,300558.SZ,贝达药业,199.94,6.4814,47.23,2016-11-07,0,False
医药生物,化学制药,化学制剂,21,600664.SS,哈药股份,187.38,30.6093,7.44,1993-06-29,0,False
医药生物,化学制药,原料药,22,301301.SZ,川宁生物,178.14,1.3136,7.98,2022-12-27,0,False
医药生物,化学制药,原料药,23,688690.SS,纳微科技,175.74,4.7669,43.52,2021-06-23,0,False
医药生物,化学制药,化学制剂,24,600380.SS,健康元,167.58,1.6743,9.16,2001-06-08,0,False
医药生物,化学制药,化学制剂,25,300723.SZ,一品红,152.4,2.8856,33.74,2017-11-16,0,False
医药生物,化学制药,原料药,26,688166.SS,博瑞医药,150.13,4.0156,34.45,2019-11-08,0,True
医药生物,化学制药,化学制剂,27,000766.SZ,通化金马,148.45,2.3139,15.36,1997-04-30,0,False
医药生物,化学制药,化学制剂,28,300436.SZ,广生堂,142.96,3.4683,85.08,2015-04-22,0,False
医药生物,化学制药,原料药,29,605507.SS,国邦医药,138.55,1.1045,17.71,2021-08-02,0,False
医药生物,化学制药,化学制剂,30,600267.SS,海正药业,134.43,3.6062,11.39,2000-07-25,0,False
医药生物,化学制药,化学制剂,31,300573.SZ,兴齐眼药,129.62,1.9921,36.52,2016-12-08,0,False
医药生物,化学制药,原料药,32,688758.SS,赛分科技,122.98,2.6354,29.53,2025-01-10,0,False
医药生物,化学制药,化学制剂,33,603707.SS,健友股份,119.56,1.0853,7.4,2017-07-19,0,False
医药生物,化学制药,原料药,34,600216.SS,浙江医药,119.53,3.1699,12.43,1999-10-21,0,False
医药生物,化学制药,原料药,35,300497.SZ,富祥股份,118.07,5.6546,21.92,2015-12-22,0,False
医药生物,化学制药,化学制剂,36,688062.SS,迈威生物-U,113.29,2.1185,25.36,2022-01-18,0,False
医药生物,化学制药,化学制剂,37,002019.SZ,亿帆医药,112.27,1.0897,9.23,2004-07-13,0,False
医药生物,化学制药,化学制剂,38,688382.SS,益方生物-U,108.5,2.4433,18.72,2022-07-25,0,False
医药生物,化学制药,化学制剂,39,688321.SS,微芯生物,107.86,2.604,24.35,2019-08-12,0,False
医药生物,化学制药,化学制剂,40,300204.SZ,舒泰神,105.51,3.5872,19.49,2011-04-15,0,False
医药生物,化学制药,化学制剂,41,002755.SZ,奥赛康,105.16,1.7252,11.33,2015-05-15,0,False
医药生物,化学制药,化学制剂,42,002020.SZ,京新药业,98.16,1.6021,11.4,2004-07-15,0,False
医药生物,化学制药,原料药,43,000756.SZ,新华制药,88.62,1.2032,12.72,1997-08-06,0,False
医药生物,化学制药,化学制剂,44,002004.SZ,华邦健康,87.31,1.4267,4.41,2004-06-25,0,False
医药生物,化学制药,原料药,45,603538.SS,美诺华,87.06,11.5228,25.61,2017-04-07,0,True
医药生物,化学制药,原料药,46,002099.SZ,海翔药业,86.93,1.2923,5.37,2006-12-26,0,False
医药生物,化学制药,原料药,47,002332.SZ,仙琚制药,84.28,1.2865,8.52,2010-01-12,0,False
医药生物,化学制药,原料药,48,300401.SZ,花园生物,81.83,3.8336,15.02,2014-10-09,0,True
医药生物,化学制药,化学制剂,49,002550.SZ,千红制药,81.27,1.0193,6.350000000000001,2011-02-18,0,False
医药生物,化学制药,化学制剂,50,688091.SS,上海谊众,80.74,1.4672,39.06,2021-09-09,0,False
医药生物,化学制药,化学制剂,51,600789.SS,鲁抗医药,77.97,1.9344,7.46,1997-02-26,0,False
医药生物,化学制药,化学制剂,52,600812.SS,华北制药,77.89,1.6167,4.54,1994-01-14,0,False
医药生物,化学制药,化学制剂,53,002437.SZ,誉衡药业,75.37,21.3936,3.38,2010-06-23,0,False
医药生物,化学制药,化学制剂,54,688176.SS,亚虹医药-U,71.87,1.4863,12.56,2022-01-07,0,False
医药生物,化学制药,原料药,55,301246.SZ,宏源药业,69.56,1.4327,17.39,2023-03-20,0,False
医药生物,化学制药,化学制剂,56,688553.SS,汇宇制药-W,68.41,1.1901,10.93,2021-10-26,0,False
医药生物,化学制药,化学制剂,57,000813.SZ,德展健康,67.11,2.4486,3.2,1998-05-19,0,False
医药生物,化学制药,化学制剂,58,688799.SS,华纳药厂,66.95,1.1249,50.1,2021-07-13,0,True
医药生物,化学制药,原料药,59,600488.SS,津药药业,65.95,5.1778,6.04,2001-06-18,0,False
医药生物,化学制药,原料药,60,300267.SZ,尔康制药,65.38,1.0859,3.17,2011-09-27,0,False
医药生物,化学制药,化学制剂,61,603367.SS,XD辰欣药,62.3,1.2022,13.76,2017-09-29,0,False
医药生物,化学制药,化学制剂,62,000566.SZ,海南海药,59.03,3.965,4.55,1994-05-25,0,False
医药生物,化学制药,化学制剂,63,688221.SS,前沿生物-U,58.77,2.7874,15.69,2020-10-28,0,False
医药生物,化学制药,化学制剂,64,002038.SZ,双鹭药业,57.22,2.6848,5.57,2004-09-09,0,False
医药生物,化学制药,化学制剂,65,000915.SZ,华特达因,56.97,1.2037,24.31,1999-06-09,0,False
医药生物,化学制药,化学制剂,66,688658.SS,悦康药业,56.66,2.6345,12.59,2020-12-24,0,False
医药生物,化学制药,原料药,67,301281.SZ,科源制药,54.24,1.179,50.09,2023-04-04,0,False
医药生物,化学制药,化学制剂,68,300006.SZ,莱美药业,53.96,2.732,5.11,2009-10-30,0,False
医药生物,化学制药,化学制剂,69,300705.SZ,九典制药,52.13,1.0343,10.42,2017-10-10,0,False
医药生物,化学制药,化学制剂,70,688117.SS,圣诺生物,50.5,1.4475,22.92,2021-06-03,0,False
医药生物,化学制药,化学制剂,71,300233.SZ,金城医药,49.56,1.2537,12.91,2011-06-22,0,False
医药生物,化学制药,化学制剂,72,002793.SZ,罗欣药业,48.51,1.6002,4.46,2016-04-15,0,False
医药生物,化学制药,原料药,73,301211.SZ,亨迪药业,47.15,2.1655,11.29,2021-12-22,0,False
医药生物,化学制药,原料药,74,688356.SS,键凯科技,46.84,6.7655,77.23,2020-08-26,0,False
医药生物,化学制药,化学制剂,75,300016.SZ,北陆药业,46.24,3.6321,7.95,2009-10-30,0,False
医药生物,化学制药,化学制剂,76,002940.SZ,昂利康,45.89,3.0404,22.75,2018-10-23,0,False
医药生物,化学制药,化学制剂,77,600613.SS,神奇制药,43.9,10.7241,8.22,1992-08-20,0,False
医药生物,化学制药,化学制剂,78,300434.SZ,金石亚药,41.82,1.7679,10.41,2015-04-24,0,False
医药生物,化学制药,化学制剂,79,600513.SS,联环药业,41.82,1.4386,14.65,2003-03-19,0,False
医药生物,化学制药,原料药,80,002365.SZ,永安药业,41.11,6.5954,13.95,2010-03-05,0,False
医药生物,化学制药,化学制剂,81,000919.SZ,金陵药业,39.93,1.0069,6.42,1999-11-18,0,False
医药生物,化学制药,化学制剂,82,603669.SS,灵康药业,38.89,1.2233,5.46,2015-05-28,0,False
医药生物,化学制药,化学制剂,83,300111.SZ,向日葵,38.36,1.0457,2.98,2010-08-27,0,False
医药生物,化学制药,化学制剂,84,603207.SS,小方制药,38.29,1.4317,23.67,2024-08-26,0,False
医药生物,化学制药,化学制剂,85,002370.SZ,亚太药业,38.18,1.1874,5.12,2010-03-16,0,False
医药生物,化学制药,化学制剂,86,002900.SZ,哈三联,36.48,2.7913,11.53,2017-09-22,0,False
医药生物,化学制药,化学制剂,87,002693.SZ,双成药业,35.75,1.3919,8.620000000000001,2012-08-08,0,False
医药生物,化学制药,化学制剂,88,688373.SS,盟科药业-U,34.71,1.0826,5.29,2022-08-05,0,False
医药生物,化学制药,化学制剂,89,000931.SZ,中 关 村,32.99,3.1848,4.38,1999-07-12,0,False
医药生物,化学制药,化学制剂,90,000788.SZ,北大医药,31.29,1.0577,5.25,1997-06-16,0,False
医药生物,化学制药,原料药,91,605177.SS,东亚药业,28.49,2.0923,24.84,2020-11-25,0,False
医药生物,化学制药,化学制剂,92,000153.SZ,丰原药业,27.88,1.3102,6.0,2000-09-20,0,False
医药生物,化学制药,化学制剂,93,002742.SZ,冀衡医药,27.71,3.1954,4.05,2015-02-17,0,False
医药生物,化学制药,化学制剂,94,300254.SZ,仟源医药,21.76,1.1921,8.46,2011-08-19,0,False
医药生物,化学制药,化学制剂,95,301130.SZ,西点药业,20.21,3.1408,26.42,2022-02-23,0,False
医药生物,医疗器械,医疗设备,1,300760.SZ,迈瑞医疗,1917.91,14.9757,158.27,2018-10-16,0,True
医药生物,医疗器械,医疗设备,2,688271.SS,联影医疗,839.57,3.9786,101.87,2022-08-22,0,True
医药生物,医疗器械,体外诊断,3,300832.SZ,新产业,385.4,2.8309,49.05,2020-05-12,0,True
医药生物,医疗器械,医疗耗材,4,688617.SS,惠泰医疗,344.74,4.2473,243.58,2021-01-07,0,True
医药生物,医疗器械,医疗耗材,5,300677.SZ,英科医疗,334.58,5.4668,51.1,2017-07-21,0,True
医药生物,医疗器械,体外诊断,6,603392.SS,万泰生物,318.12,2.5857,25.16,2020-04-29,0,False
医药生物,医疗器械,医疗设备,7,688301.SS,奕瑞科技,287.05,3.7319,91.59,2020-09-18,0,True
医药生物,医疗器械,体外诊断,8,002432.SZ,九安医疗,279.24,11.9958,59.9,2010-06-10,0,True
医药生物,医疗器械,医疗设备,9,688114.SS,华大智造,263.45,6.913,63.25,2022-09-09,0,False
医药生物,医疗器械,医疗设备,10,002223.SZ,鱼跃医疗,260.84,1.9083,26.02,2008-04-18,0,True
医药生物,医疗器械,医疗耗材,11,603301.SS,振德医疗,214.58,1.0914,81.32000000000001,2018-04-12,0,False
医药生物,医疗器械,医疗耗材,12,300003.SZ,乐普医疗,209.23,2.1558,11.35,2009-10-30,0,True
医药生物,医疗器械,体外诊断,13,603658.SS,安图生物,183.26,1.0455,32.07,2016-09-01,0,False
医药生物,医疗器械,医疗耗材,14,688029.SS,南微医学,153.21,1.9503,81.56,2019-07-22,0,False
医药生物,医疗器械,医疗耗材,15,301093.SZ,华兰股份,127.6,4.0943,59.870000000000005,2021-11-01,0,False
医药生物,医疗器械,医疗设备,16,300049.SZ,福瑞医科,125.66,3.7848,47.6,2010-01-20,0,True
医药生物,医疗器械,医疗设备,17,301363.SZ,美好医疗,124.01,1.2798,15.58,2022-10-12,0,False
医药生物,医疗器械,医疗耗材,18,600529.SS,山东药玻,121.91,1.2031,18.37,2002-06-03,0,False
